Cycle_Desc,Post_Date,Eff_Gas_Day,Cap_Type_Desc,Post_Time,Eff_Time,Loc,Loc_Name,Loc_Zn,Flow_Ind_Desc,Loc_Purp_Desc,Loc_QTI_Desc,Meas_Basis_Desc,IT,All_Qty_Avail,Total_Design_Capacity,Operating_Capacity,Total_Scheduled_Quantity,Operationally_Available_Capacity,TSP_Name,TSP
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0001,GB-128 AUGER (992100),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"383,314","383,314","41,534","341,780",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0002,GB-128 MAGNOLIA (992103),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"162,200","162,200","4,500","157,700",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0003,MAGNOLIA REDELIVERY (992110),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"3,751","3,751",0,"3,751",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0004,GB-128 ENCHILADA 992101,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"574,989","574,989","106,368","468,621",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0005,ENCHILADA REDELIVERY (992109),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"8,865","8,865",0,"8,865",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0008,GB-85 BALDPATE (992102),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"241,692","241,692","7,800","233,892",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0009,SMI-205 (992112),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,Y,Y,"20,262","20,262",150,"20,112",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0010,SMI-192 (992104),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"35,756","35,756",0,"35,756",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0012,SEA ROBIN (992105),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"476,789","143,024",0,"143,024",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0013,KINETICA ENERGY EXPRESS (992108),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"383,326","446,065",0,"446,065",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0014,KINETICA DEEPWATER EXPRESS (992106),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"161,168","161,168","156,069","5,099",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0015,TRANSCO (992107),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"383,491","446,257",0,"446,257",GARDEN BANKS,966981599
INTRDY_2022-12-21_0900,12-21-2022,12-20-2022,Operational Capacity,09:00,09:00,G0025,BALDPATE REDELIVERY,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"8,370","8,721",0,"8,721",GARDEN BANKS,966981599

